Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Correlation (r),R²
KineticEnergy,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.3601787947302037,0.1297287641733022
KineticEnergy,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.3601787947302037,0.1297287641733022
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.36017879473020326,0.1297287641733019
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.36017879473020326,0.1297287641733019
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,0.3599777421799488,0.1295839748649737
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,0.3599777421799488,0.1295839748649737
KineticEnergy,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.3599777421799488,0.1295839748649737
KineticEnergy,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.3599777421799488,0.1295839748649737
KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,0.35997774217994855,0.1295839748649735
KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.35997774217994855,0.1295839748649735
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,RainRate,Temperature,0.35823714493965897,0.12833385201451822
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,RainRate,Temperature,0.35823714493965897,0.12833385201451822
KineticEnergy,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.35823714493965897,0.12833385201451822
KineticEnergy,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.35823714493965897,0.12833385201451822
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,0.3582371449396586,0.12833385201451794
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.3582371449396586,0.12833385201451794
KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,0.3580324472407464,0.12818723327719786
KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,0.3580324472407464,0.12818723327719786
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,Temperature,0.35803244724074634,0.1281872332771978
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,Temperature,0.35803244724074634,0.1281872332771978
KineticEnergy,Pressure,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,0.35803244724074634,0.1281872332771978
KineticEnergy,Pressure,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.35803244724074634,0.1281872332771978
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,0.3562865098345976,0.1269400770901188
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,0.3562134404274811,0.12688801514118261
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,0.3562134404274811,0.12688801514118261
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,0.356213440427481,0.12688801514118256
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,0.35516624564013893,0.1261430620421115
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,0.35516624564013893,0.1261430620421115
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,0.35516624564013893,0.1261430620421115
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,0.35508995492714945,0.12608887609016503
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,0.35508995492714945,0.12608887609016503
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,0.35508995492714923,0.12608887609016486
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,0.3547696953040116,0.12586153670610123
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,0.3547696953040115,0.12586153670610115
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,0.3547696953040115,0.12586153670610115
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,0.35469211921175386,0.125806499430925
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,0.35469211921175386,0.125806499430925
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,0.3546921192117536,0.1258064994309248
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,0.35359476978981613,0.12502926122271307
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,0.35359476978981547,0.1250292612227126
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,0.35359476978981547,0.1250292612227126
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,0.35351375137980656,0.12497197241462368
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,WindSpeed,0.35286057236532475,0.12451058352998459
Humidity,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.35286057236532475,0.12451058352998459
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.35286057236532437,0.12451058352998431
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,WindSpeed,0.352741505578031,0.12442656975745608
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,WindSpeed,0.35274150557803097,0.12442656975745606
Humidity,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.35274150557803097,0.12442656975745606
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,WindSpeed,0.3515837007756503,0.12361109865110202
Humidity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.3515837007756503,0.12361109865110202
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.35158370077565004,0.12361109865110183
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WindSpeed,0.35146086011677125,0.12352473619402064
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,WindSpeed,0.3511124308567346,0.12327993910212524
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,WindSpeed,0.3511124308567346,0.12327993910212524
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.3511124308567346,0.12327993910212524
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,WindSpeed,0.3509880170150329,0.12319258808814502
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,WindSpeed,0.34977566948556454,0.12234301896407489
AverageParticleSpeed,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3472743002679395,0.120599439626587
AverageParticleSpeed,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3472743002679395,0.120599439626587
AverageParticleSpeed,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.3468266827375243,0.12028874785871535
AverageParticleSpeed,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.3468266827375243,0.12028874785871535
Pressure,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3468266827375243,0.12028874785871535
Pressure,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3468266827375243,0.12028874785871535
AverageParticleSpeed,Pressure,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34682668273752404,0.12028874785871516
AverageParticleSpeed,Pressure,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34682668273752404,0.12028874785871516
AverageParticleSpeed,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34584511183264255,0.11960884137853303
AverageParticleSpeed,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34584511183264255,0.11960884137853303
AverageParticleSpeed,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3453890118067667,0.11929356947685481
AverageParticleSpeed,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3453890118067667,0.11929356947685481
AverageParticleSpeed,Pressure,RainAbsolute,RainRate,Temperature,WindSpeed,0.3453890118067662,0.11929356947685446
AverageParticleSpeed,Pressure,RainAccumulated,RainRate,Temperature,WindSpeed,0.3453890118067662,0.11929356947685446
Pressure,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3453890118067662,0.11929356947685446
Pressure,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3453890118067662,0.11929356947685446
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.34469395733608454,0.11881392422401048
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,0.344693957336084,0.11881392422401009
Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.344693957336084,0.11881392422401009
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,0.3445843252139924,0.11873835718318249
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,0.34458432521399207,0.11873835718318225
Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.34458432521399207,0.11873835718318225
AverageParticleSpeed,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3445602000181291,0.11872173143653313
AverageParticleSpeed,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3445602000181291,0.11872173143653313
AverageParticleSpeed,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.3445602000181287,0.11872173143653286
AverageParticleSpeed,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.3445602000181287,0.11872173143653286
RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3445602000181287,0.11872173143653286
RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3445602000181287,0.11872173143653286
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.3441006025199868,0.11840522465461795
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.3441006025199868,0.11840522465461795
Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3441006025199868,0.11840522465461795
Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3441006025199868,0.11840522465461795
Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.34410060251998664,0.11840522465461784
Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.34410060251998664,0.11840522465461784
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.3435128089169028,0.11800104988998056
AverageParticleSpeed,KineticEnergy,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3435128089169028,0.11800104988998056
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.3435128089169028,0.11800104988998056
AverageParticleSpeed,KineticEnergy,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3435128089169028,0.11800104988998056
KineticEnergy,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3435128089169028,0.11800104988998056
KineticEnergy,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3435128089169028,0.11800104988998056
AverageParticleSpeed,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.3434651673899441,0.11796832121020231
AverageParticleSpeed,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.3434651673899441,0.11796832121020231
RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3434651673899441,0.11796832121020231
RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3434651673899441,0.11796832121020231
AverageParticleSpeed,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34346516738994404,0.11796832121020227
AverageParticleSpeed,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34346516738994404,0.11796832121020227
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.34338585506858044,0.11791384546118013
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,0.3433858550685799,0.11791384546117975
Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.3433858550685799,0.11791384546117975
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,0.3432723872824014,0.11783593187055896
KineticEnergy,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.34304806037313146,0.11768197172576765
KineticEnergy,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.34304806037313146,0.11768197172576765
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,SnowDepthIntensity,WindSpeed,0.34304806037313135,0.11768197172576757
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,SnowDepthIntensity,WindSpeed,0.34304806037313135,0.11768197172576757
KineticEnergy,Pressure,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34304806037313135,0.11768197172576757
KineticEnergy,Pressure,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34304806037313135,0.11768197172576757
Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.3429989426977709,0.11764827469178875
Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.3429989426977709,0.11764827469178875
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.34299894269777087,0.1176482746917887
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.34299894269777087,0.1176482746917887
Pressure,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34299894269777087,0.1176482746917887
Pressure,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34299894269777087,0.1176482746917887
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,0.3429359567363003,0.11760507042264162
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.3429359567363003,0.11760507042264162
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,0.34293595673629934,0.11760507042264097
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,0.34282105875666646,0.11752627832704177
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainRate,Temperature,WindSpeed,0.3424561683560327,0.11727622724509541
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainRate,Temperature,WindSpeed,0.3424561683560327,0.11727622724509541
KineticEnergy,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3424561683560327,0.11727622724509541
KineticEnergy,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3424561683560327,0.11727622724509541
AverageParticleSpeed,KineticEnergy,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3424561683560326,0.11727622724509534
AverageParticleSpeed,KineticEnergy,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3424561683560326,0.11727622724509534
KineticEnergy,Pressure,RainAbsolute,RainRate,Temperature,WindSpeed,0.3419848497897119,0.1169536374856918
KineticEnergy,Pressure,RainAccumulated,RainRate,Temperature,WindSpeed,0.3419848497897119,0.1169536374856918
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,Temperature,WindSpeed,0.34198484978971155,0.11695363748569157
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,Temperature,WindSpeed,0.34198484978971155,0.11695363748569157
KineticEnergy,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34198484978971155,0.11695363748569157
KineticEnergy,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34198484978971155,0.11695363748569157
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,0.34158265321718,0.11667870897888825
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.34061750082895914,0.11602028187096598
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.34061750082895914,0.11602028187096598
KineticEnergy,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34061750082895914,0.11602028187096598
KineticEnergy,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34061750082895914,0.11602028187096598
KineticEnergy,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.3406175008289591,0.11602028187096594
KineticEnergy,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.3406175008289591,0.11602028187096594
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,Temperature,0.3403291303836819,0.11582391698771316
Humidity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.3403291303836819,0.11582391698771316
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.3403291303836816,0.11582391698771297
AverageParticleSpeed,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3402784679886755,0.11578943577672006
AverageParticleSpeed,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3402784679886755,0.11578943577672006
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,Temperature,0.3402052427741753,0.11573960721103556
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,0.3402052427741753,0.11573960721103556
