Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Correlation (r),R²
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.3515837007756503,0.12361109865110202
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.35158370077565004,0.12361109865110183
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.35158370077565004,0.12361109865110183
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WindSpeed,0.35146086011677125,0.12352473619402064
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.35146086011677125,0.12352473619402064
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.35146086011677125,0.12352473619402064
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,WindSpeed,0.3511124308567346,0.12327993910212524
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.3511124308567346,0.12327993910212524
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.3511124308567346,0.12327993910212524
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,WindSpeed,0.35098801701503296,0.12319258808814507
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,WindSpeed,0.3509880170150329,0.12319258808814502
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,VolumeEquivalentDiameter,WindSpeed,0.3509880170150329,0.12319258808814502
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.3497756694855648,0.12234301896407508
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,WindSpeed,0.34977566948556454,0.12234301896407489
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.34977566948556454,0.12234301896407489
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,WindSpeed,0.3496472476484518,0.12225319778813777
AverageParticleSpeed,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3468266827375243,0.12028874785871535
AverageParticleSpeed,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3468266827375243,0.12028874785871535
AverageParticleSpeed,Pressure,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3453890118067662,0.11929356947685446
AverageParticleSpeed,Pressure,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3453890118067662,0.11929356947685446
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.344693957336084,0.11881392422401009
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,0.3445843252139924,0.11873835718318249
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.3445843252139924,0.11873835718318249
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.34458432521399207,0.11873835718318225
AverageParticleSpeed,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3445602000181287,0.11872173143653286
AverageParticleSpeed,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3445602000181287,0.11872173143653286
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3441006025199868,0.11840522465461795
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3441006025199868,0.11840522465461795
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.34410060251998664,0.11840522465461784
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.34410060251998664,0.11840522465461784
Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34410060251998664,0.11840522465461784
Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34410060251998664,0.11840522465461784
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3435128089169028,0.11800104988998056
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3435128089169028,0.11800104988998056
AverageParticleSpeed,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3434651673899441,0.11796832121020231
AverageParticleSpeed,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3434651673899441,0.11796832121020231
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.34338585506858044,0.11791384546118013
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.34338585506858044,0.11791384546118013
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.3433858550685799,0.11791384546117975
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.34327238728240156,0.11783593187055909
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,0.3432723872824014,0.11783593187055896
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.3432723872824014,0.11783593187055896
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,WindSpeed,0.34304806037313146,0.11768197172576765
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.34304806037313146,0.11768197172576765
KineticEnergy,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34304806037313146,0.11768197172576765
KineticEnergy,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34304806037313146,0.11768197172576765
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34304806037313135,0.11768197172576757
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34304806037313135,0.11768197172576757
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.3429989426977709,0.11764827469178875
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.3429989426977709,0.11764827469178875
Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3429989426977709,0.11764827469178875
Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3429989426977709,0.11764827469178875
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34299894269777087,0.1176482746917887
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34299894269777087,0.1176482746917887
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.3429359567363003,0.11760507042264162
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,0.34293595673629934,0.11760507042264097
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.34293595673629934,0.11760507042264097
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,0.34282105875666646,0.11752627832704177
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,0.34282105875666646,0.11752627832704177
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,0.3428210587566663,0.11752627832704164
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3424561683560327,0.11727622724509541
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3424561683560327,0.11727622724509541
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainRate,Temperature,WindSpeed,0.3419848497897119,0.1169536374856918
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainRate,Temperature,WindSpeed,0.3419848497897119,0.1169536374856918
KineticEnergy,Pressure,RainAbsolute,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3419848497897119,0.1169536374856918
KineticEnergy,Pressure,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3419848497897119,0.1169536374856918
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34198484978971155,0.11695363748569157
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.34198484978971155,0.11695363748569157
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,0.34158265321718,0.11667870897888825
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.34158265321718,0.11667870897888825
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.3415826532171795,0.11667870897888792
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,0.34146376895749714,0.11659750551065899
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34061750082895914,0.11602028187096598
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34061750082895914,0.11602028187096598
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.3406175008289591,0.11602028187096594
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.3406175008289591,0.11602028187096594
KineticEnergy,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3406175008289591,0.11602028187096594
KineticEnergy,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3406175008289591,0.11602028187096594
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.3403291303836819,0.11582391698771316
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,0.3402052427741753,0.11573960721103556
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.3402052427741753,0.11573960721103556
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.3402052427741753,0.11573960721103556
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,WindSpeed,0.34013989771961334,0.11569515002070903
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.34013989771961334,0.11569515002070903
KineticEnergy,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34013989771961334,0.11569515002070903
KineticEnergy,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.34013989771961334,0.11569515002070903
KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.34013989771961317,0.1156951500207089
KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.34013989771961317,0.1156951500207089
AverageParticleSpeed,Pressure,RainAbsolute,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.33997429103669796,0.11558251856590541
AverageParticleSpeed,Pressure,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.33997429103669796,0.11558251856590541
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.33986504293968656,0.11550824741239499
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.33986504293968656,0.11550824741239499
KineticEnergy,RainAbsolute,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33986504293968656,0.11550824741239499
KineticEnergy,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33986504293968656,0.11550824741239499
AverageParticleSpeed,KineticEnergy,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33986504293968633,0.11550824741239483
AverageParticleSpeed,KineticEnergy,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33986504293968633,0.11550824741239483
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33983309744230644,0.11548653411723214
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.3398330974423063,0.11548653411723203
Humidity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3398330974423063,0.11548653411723203
Humidity,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.3396724145372782,0.11537734919758456
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,WindSpeed,0.33967241453727787,0.11537734919758434
Humidity,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33967241453727787,0.11537734919758434
KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,Temperature,WindSpeed,0.3393823860257202,0.11518040394451096
KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.3393823860257202,0.11518040394451096
AverageParticleSpeed,KineticEnergy,Pressure,RainAbsolute,RainIntensity,Temperature,WindSpeed,0.33938238602572,0.11518040394451083
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.33938238602572,0.11518040394451083
KineticEnergy,Pressure,RainAbsolute,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33938238602572,0.11518040394451083
KineticEnergy,Pressure,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.33938238602572,0.11518040394451083
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.3391294996537084,0.11500881753537462
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,0.3391294996537083,0.11500881753537455
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.3391294996537083,0.11500881753537455
AverageParticleSpeed,Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,0.3390022657892833,0.11492253621026786
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.3390022657892833,0.11492253621026786
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,0.3390022657892828,0.11492253621026752
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.33870252215506375,0.11471939851420145
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,Temperature,0.3387025221550636,0.11471939851420133
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.3387025221550636,0.11471939851420133
AverageParticleSpeed,Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,Temperature,0.33857396894639674,0.11463233244811563
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,0.33857396894639674,0.11463233244811563
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,0.3385739689463967,0.11463233244811559
Humidity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.33835865714766084,0.11448658086676829
AverageParticleSpeed,Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.33835865714766056,0.1144865808667681
Humidity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33835865714766056,0.1144865808667681
Humidity,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.3381936287819267,0.11437493054868765
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.33783432022565135,0.11413202792232795
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,WindSpeed,0.33783432022565124,0.11413202792232786
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.33783432022565124,0.11413202792232786
AverageParticleSpeed,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3376844500709979,0.11403078781975227
AverageParticleSpeed,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3376844500709979,0.11403078781975227
Humidity,KineticEnergy,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,WindSpeed,0.3376676153876943,0.11401941848161185
AverageParticleSpeed,Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,Temperature,0.33745562118123773,0.11387629626681502
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,0.33745562118123773,0.11387629626681502
Humidity,KineticEnergy,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.33745562118123773,0.11387629626681502
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3373676784608576,0.11381695047006858
AverageParticleSpeed,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3373676784608576,0.11381695047006858
AverageParticleSpeed,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.33736767846085747,0.11381695047006851
