Variable 1,Variable 2,Variable 3,Variable 4,Variable 5,Variable 6,Variable 7,Variable 8,Variable 9,Correlation (r),R²
AverageParticleSpeed,KineticEnergy,Pressure,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.31160431590912735,0.09709724969319523
KineticEnergy,Pressure,RainAbsolute,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.31160431590912735,0.09709724969319523
KineticEnergy,Pressure,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.31160431590912735,0.09709724969319523
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.31137062393244275,0.09695166544807869
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.31116461744370705,0.09682341914888856
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,0.311164617443707,0.09682341914888852
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.311164617443707,0.09682341914888852
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.3091900905185487,0.09559851207486833
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,VolumeEquivalentDiameter,WindSpeed,0.3084947119803489,0.09516898731983842
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.3070886336449418,0.0943034289139173
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,VolumeEquivalentDiameter,WindSpeed,0.3068378735592286,0.09414948065034916
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,WindSpeed,0.30683787355922854,0.09414948065034912
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,VolumeEquivalentDiameter,WindSpeed,0.30683787355922854,0.09414948065034912
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3062467584193018,0.0937870770423302
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3059414682237549,0.09360018197890682
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.30541609564983524,0.0932789914819893
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.30523074436691416,0.09316580730678051
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3049367060325878,0.09298639468600488
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.3047842524694641,0.09289344055337004
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.30468442028963466,0.09283259596723074
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.30468442028963444,0.0928325959672306
Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3046844202896344,0.09283259596723056
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3046638478892281,0.09282006021067073
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,0.3045951399416524,0.0927781992760748
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.30441035186006066,0.09266566231956594
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.30441035186006066,0.09266566231956594
Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.30441035186006066,0.09266566231956594
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.30432475428147543,0.0926135560684804
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.30407119674490024,0.09245929268987584
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.3040711967449,0.0924592926898757
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.30407119674489996,0.09245929268987566
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.30404970449536195,0.09244622280371692
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.303794899867138,0.0922913411852844
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,WindSpeed,0.30379489986713787,0.09229134118528433
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.30379489986713787,0.09229134118528433
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.30343883123595644,0.09207512430184325
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.3032734047638585,0.09197475803706315
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,0.3032140905993099,0.09193878473796653
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,0.3032140905993099,0.09193878473796653
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,0.3032140905993099,0.09193878473796653
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,0.30304821228512013,0.09183821896920724
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,0.3030482122851201,0.0918382189692072
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,0.3030482122851201,0.0918382189692072
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.30275182017388813,0.0916586646186023
KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3027518201738881,0.09165866461860227
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3027518201738879,0.09165866461860216
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.30250583175497875,0.09150977824577151
KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.30250583175497875,0.09150977824577151
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.3025058317549787,0.09150977824577147
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.3024952458571132,0.09150337376615535
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.3024952458571132,0.09150337376615535
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.3024952458571132,0.09150337376615535
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.30224801111627797,0.0913538602237457
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.30224801111627797,0.0913538602237457
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.3022480111162779,0.09135386022374566
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.30166360152063654,0.09100092848240139
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.30043936050859965,0.0902638093428163
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.3002103311268716,0.09012624291530591
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.3002103311268715,0.09012624291530584
Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.30021033112687145,0.0901262429153058
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.2998807822232015,0.08992848354679922
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.29965060467802285,0.08979048488390473
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,0.29965060467802274,0.08979048488390466
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.29965060467802274,0.08979048488390466
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.2984183931507983,0.08905353737070444
AverageParticleSpeed,KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.2984183931507983,0.08905353737070444
KineticEnergy,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.2984183931507983,0.08905353737070444
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.2981854297123139,0.08891455049271728
AverageParticleSpeed,KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,0.2981854297123135,0.08891455049271704
KineticEnergy,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.2981854297123135,0.08891455049271704
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.29715585083926943,0.08830159968801014
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2971344357718264,0.08828887292144164
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.29577888342068304,0.087485147877586
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.29577850928198934,0.08748492655307585
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.2955058799200308,0.08732372506731166
ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.2955058799200305,0.0873237250673115
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.29550587992003047,0.08732372506731147
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2955044686353261,0.08732289098344642
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.295504468635326,0.08732289098344635
ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2955044686353259,0.08732289098344632
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.29510502870656374,0.08708697796790181
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2950977934277895,0.08708270768595033
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.29483071834995334,0.08692515248274951
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,WindSpeed,0.2948307183499533,0.08692515248274947
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.2948307183499533,0.08692515248274947
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.29482239094536805,0.08692024220274344
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,Temperature,VolumeEquivalentDiameter,WindSpeed,0.294822390945368,0.0869202422027434
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,Temperature,WindSpeed,0.29482239094536794,0.08692024220274337
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.29390163015594456,0.08637816820832162
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.293462151706411,0.08612003448415657
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.29346215170641093,0.08612003448415655
KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,VolumeEquivalentDiameter,WindSpeed,0.29346215170641093,0.08612003448415655
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.29345124390089067,0.08611363254698003
KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.29345124390089067,0.08611363254698003
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.29345124390089056,0.08611363254697996
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,WindSpeed,0.2931837504700852,0.08595671153970519
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.29318375047008516,0.08595671153970516
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,Temperature,WindSpeed,0.29318375047008505,0.08595671153970509
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,WindSpeed,0.2931739785230708,0.08595098168304599
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,VolumeEquivalentDiameter,WindSpeed,0.2931739785230708,0.08595098168304599
KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,WindSpeed,0.2931739785230707,0.08595098168304592
AverageParticleSpeed,ParticlesDetected,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.292608451865069,0.08561970610287241
AverageParticleSpeed,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.29247552127987103,0.0855419305479323
ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.29236220372221305,0.0854756581653088
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,RainRate,SnowDepthIntensity,Temperature,0.29236220372221294,0.08547565816530875
AverageParticleSpeed,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,RainIntensity,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.29236220372221267,0.08547565816530858
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2921980507933142,0.08537970088741222
Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,WindSpeed,0.2921980507933141,0.08537970088741217
AverageParticleSpeed,Pressure,RadarReflectivity,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,WindSpeed,0.29219805079331396,0.08537970088741208
AverageParticleSpeed,KineticEnergy,ParticlesDetected,RainAbsolute,RainAccumulated,RainRate,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.29199109592295447,0.085258800098288
AverageParticleSpeed,KineticEnergy,ParticlesDetected,Pressure,RainAbsolute,RainAccumulated,SnowDepthIntensity,Temperature,VolumeEquivalentDiameter,0.29174364214447246,0.085114352731722
